Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,EMA_20,RSI_14,MACD,MACD_Signal,Rolling_Volatility
2019-01-02,37.46920776367188,37.689867977237725,36.59369187126671,36.750288975035055,148158800,,,37.46920776367188,,0.0,0.0,
2019-01-03,33.736995697021484,34.574547927015324,33.69191438723821,34.16170203892372,365248800,-0.09960744540398181,,37.11375899541946,,-0.2977263187071486,-0.059545263741429724,
2019-01-04,35.177207946777344,35.24601741169735,34.11899903898665,34.29220295413125,234428400,0.042689404317142854,,36.92932556221545,,-0.4127060605204633,-0.13017742309723646,
2019-01-07,35.09890365600586,35.31244611659193,34.617251961933846,35.281600249745665,219111200,-0.002225995050259777,,36.75499966638596,,-0.5043331969825218,-0.20500857787429355,
2019-01-08,35.76800537109375,36.02188283523813,35.238900899053064,35.48565702140331,164101200,0.01906332236600794,,36.661000209691466,,-0.5169978172579519,-0.26740642575102525,
2019-01-09,36.375396728515625,36.66486270672353,35.502256061427595,35.89611645994749,180396400,0.016981415405197486,,36.63379987815091,,-0.47257565571634785,-0.3084402717440898,
2019-01-10,36.49167251586914,36.53200747936951,35.794106819127585,36.18322463099874,143122800,0.003196550355761829,,36.62026393888598,,-0.42311092895650404,-0.33137440318657263,
2019-01-11,36.133392333984375,36.467939696000656,35.948324350827995,36.27338262516767,108092800,-0.009818135404151773,,36.573895214609635,,-0.4081154916858196,-0.34672262088642203,
2019-01-14,35.59005355834961,35.891383692191056,35.40498556947879,35.79173197667657,129756800,-0.015037026432852874,,36.480196009251536,,-0.4350593050806779,-0.3643899577252733,
2019-01-15,36.31846237182617,36.39438593118797,35.601914999486866,35.65411403047625,114843600,0.020466639992051228,,36.46479280568722,,-0.3931045036160583,-0.3701328669034303,
2019-01-16,36.76216125488281,36.98519288510386,36.30186254917695,36.320844349664725,122278800,0.01221689614813748,,36.49311361037251,,-0.3203593265709799,-0.36017815883694027,
2019-01-17,36.98043823242188,37.40751959655014,36.36354252641356,36.58657410659207,119284800,0.005937544749496482,,36.53952547913912,,-0.24230201499042892,-0.33660293006763803,
2019-01-18,37.20821380615234,37.45971625451414,37.00890676859886,37.369553633249645,135004000,0.006159353015204649,,36.60321008171181,,-0.16021459388197457,-0.30132526283050537,
2019-01-22,36.373043060302734,37.18686738391082,36.21169956784943,37.110943803068494,121576000,-0.02244587042529589,,36.58128941300618,,-0.16069858733906273,-0.27319992773221685,
2019-01-23,36.5201301574707,36.80959613916495,35.99339721507011,36.57470054471934,92522400,0.004043849092420171,,36.575464722002806,45.32268307420197,-0.14751301791068983,-0.24806254576791145,
2019-01-24,36.23066711425781,36.65300204893597,36.00289284093378,36.56521442488471,101766000,-0.007926122989287188,,36.542626854598524,68.60175460063347,-0.15859245251329668,-0.2301685271169885,
2019-01-25,37.43123626708984,37.519027508765205,36.615040923074886,36.89026785958372,134142000,0.0331368216060135,,36.62725632245484,67.43755732543852,-0.06969370159126242,-0.1980735620118433,
2019-01-28,37.08481979370117,37.09193751156767,36.45843527860828,36.963811349159,104768400,-0.009254743041795854,,36.67083379590687,64.75145617202728,-0.026883815394562305,-0.16383561268838712,
2019-01-29,36.70045852661133,37.51903258864824,36.5652182166273,37.07296946155649,166348800,-0.010364382764376456,,36.67365519883111,57.232227656420626,-0.023698235659075806,-0.13580813728252486,
2019-01-30,39.2083740234375,39.42191288765638,38.01729260066048,38.73383999592237,244439200,0.06833471835257021,36.43294200897217,36.91505699165077,66.96995511227422,0.17912928935809447,-0.07282065195440099,
2019-01-31,39.49072265625,40.09812563692884,39.04465950838577,39.41242410665209,162958400,0.0072012328959043526,36.53401775360108,37.16035848351737,67.6143016345225,0.3585219216687463,0.01344786277022847,0.032260089964135444
2019-02-01,39.509708404541016,40.09338329388807,39.36971809982081,39.61410648111566,130672400,0.0004807647724323072,36.82265338897705,37.384106095043435,70.65324072194329,0.49650051754026947,0.11005839372423667,0.021427019809160706
2019-02-04,40.63198852539063,40.7292688996633,39.690037903227726,39.72088378297478,125982000,0.028405173466697242,37.09539241790772,37.69342823126698,78.8019784849137,0.6884718998146155,0.22574109494231245,0.020429715324121526
2019-02-05,41.32715606689453,41.540698496482605,40.89296072958551,41.01396557206762,144406400,0.017108873248216527,37.40680503845215,38.039497548945796,78.72116561209825,0.8864859559066289,0.3578900671351758,0.020406314015340772
2019-02-06,41.34141159057617,41.65697719767212,41.011610539919296,41.43868832837846,112958400,0.00034494325374256896,37.68547534942627,38.353965552910594,77.61887692441499,1.0326599623589416,0.492844046179929,0.0203203064611998
2019-02-07,40.55841827392578,41.27021921626802,40.41605663729461,40.904826038437854,126966800,-0.018939685088761538,37.894626426696775,38.56391343110252,70.20364203461101,1.0729545465718786,0.6088661462583189,0.021010071292914375
2019-02-08,40.606075286865234,40.66564643059835,40.13188767381337,40.26771162677322,95280000,0.001175021486725214,38.10034656524658,38.75840503641326,69.58495839733555,1.0960986743057077,0.7063126518677967,0.021027413834896636
2019-02-11,40.37255859375,40.79670853270349,40.32966911040256,40.75858212354943,83973600,-0.005750782154284373,38.31230487823486,38.912133946635805,74.77088474989054,1.0831122726599816,0.7816725760262337,0.020890062576835094
2019-02-12,40.720458984375,40.74667043828146,40.43689970191458,40.5322157324539,89134000,0.008617249011284134,38.56882514953613,39.08435537880144,75.38321803096916,1.088347319367358,0.8430075246944587,0.020311975204840366
2019-02-13,40.55126953125,41.09932481206212,40.48931684716783,40.83959548318567,89960800,-0.004154900444268583,38.78046550750732,39.22406148855844,76.49520025675987,1.066549438682344,0.8877159074920358,0.020195269594547014
2019-02-14,40.69902038574219,40.808629292492725,40.36065660709454,40.4392909806862,87342800,0.0036435568158557086,38.977308464050296,39.364533764480704,73.01017075172886,1.0491033104278387,0.9199933880791964,0.02014094119647757
2019-02-15,40.60844802856445,40.913451927544514,40.44879783424937,40.80622461923537,98507200,-0.002225418605148133,39.15870895385742,39.48300178963154,75.73909854721603,1.0162539528418648,0.9392455010317302,0.020209670115114844
2019-02-19,40.72998046875,40.851507928428646,40.38685373654159,40.4392766336708,75891200,0.0029927871190758015,39.3347972869873,39.601761663833294,80.60985865128438,0.9886309305560701,0.9491225869365982,0.020211519320343485
2019-02-20,40.99209976196289,41.29948893444707,40.74428537587072,40.791941569049854,104457600,0.006435536923814711,39.56575012207031,39.73417481603611,70.56751533129767,0.9766323133456538,0.9546245322184094,0.019173432610696442
2019-02-21,40.760963439941406,41.07311568683924,40.57986845134195,40.93729535437326,68998800,-0.005638557755364371,39.777791786193845,39.831964208788996,64.82174873720513,0.9376637492349715,0.9512323756217218,0.019351229306957044
2019-02-22,41.21609115600586,41.223239403756,40.83721948150898,40.88487567848821,75652800,0.011165774252001048,40.02706298828125,39.96378582280965,68.07149771257093,0.9327536806379015,0.9475366366249578,0.0191141052640748
2019-02-25,41.51632308959961,41.90710967168657,41.44960369528727,41.49964505898868,87493600,0.007284337868366686,40.231317329406735,40.11164651488488,61.340091709640205,0.9422272149794324,0.9464747522958528,0.01807342491757076
2019-02-26,41.5401496887207,41.771286013409664,41.26373871380323,41.39241441823523,68280800,0.000573909184338639,40.45408382415771,40.24769443620258,53.2993520069113,0.9408125650062047,0.9453423148379232,0.017786960936711237
2019-02-27,41.66881561279297,41.69979376594638,41.15888685160674,41.27326604666543,111341600,0.0030973871070860692,40.702501678466795,40.38303931016357,54.89800181020678,0.9392466586568133,0.9441231836017012,0.017392028460259033
2019-02-28,41.258975982666016,41.67835919496109,41.20417154412631,41.53777215717325,112861600,-0.00983564385259672,40.80503177642822,40.4664618504019,61.79760844790658,0.8946223836588985,0.9342230236131407,0.009963482251046797
2019-03-01,41.69266128540039,41.73555077281449,41.19702882720667,41.52824431177665,103544800,0.010511295843032453,40.91512870788574,40.583242748973184,66.19307393367731,0.8840611965292666,0.9241906581963659,0.01007086503525832
